Date,Confirmed
1-02-26,28535292
1-02-27,28599936
1-02-28,28651355
1-03-01,28709454
1-03-02,28766544
1-03-03,28833745
1-03-04,28901802
1-03-05,28968231
1-03-06,29026478
1-03-07,29067553
1-03-08,29112472
1-03-09,29170126
1-03-10,29228034
1-03-11,29290495
1-03-12,29352006
1-03-13,29405035
1-03-14,29443317
1-03-15,29499863
1-03-16,29553856
1-03-17,29613135
1-03-18,29673509
1-03-19,29735175
1-03-20,29790671
1-03-21,29824511
1-03-22,29875944
1-03-23,29929612
1-03-24,30016566
1-03-25,30084115
1-03-26,30161485
1-03-27,30224333
1-03-28,30267553
1-03-29,30336835
1-03-30,30398261
1-03-31,30465030
1-04-01,30544145
1-04-02,30614031
1-04-03,30677289
1-04-04,30712415
1-04-05,30789814
1-04-06,30850504
1-04-07,30925509
1-04-08,31005391
1-04-09,31088104
1-04-10,31154800
1-04-11,31201306
1-04-12,31271399
1-04-13,31349356
1-04-14,31424769
1-04-15,31499073
1-04-16,31579124
1-04-17,31631670
1-04-18,31673784
1-04-19,31741907
1-04-20,31802848
1-04-21,31865707
1-04-22,31932976
1-04-23,31995381
1-04-24,32048873
1-04-25,32081038
1-04-26,32128604
1-04-27,32179445
1-04-28,32234586
1-04-29,32292841
1-04-30,32350761
1-05-01,32396144
1-05-02,32425548
1-05-03,32476040
1-05-04,32516756
1-05-05,32561469
1-05-06,32609021
1-05-07,32657158
1-05-08,32690834
1-05-09,32712264
1-05-10,32749068
1-05-11,32782712
1-05-12,32818551
1-05-13,32856627
1-05-14,32898886
1-05-15,32927740
1-05-16,32944627
1-05-17,32973249
1-05-18,33001039
1-05-19,33030332
1-05-20,33060540
1-05-21,33088492
1-05-22,33108291
1-05-23,33121157
1-05-24,33146976
1-05-25,33169715
1-05-26,33193687
1-05-27,33221141
1-05-28,33242999
1-05-29,33254998
1-05-30,33261731
1-05-31,33267507
