Date,Confirmed
0-11-21,1306
0-11-22,1307
0-11-23,1312
0-11-24,1316
0-11-25,1321
0-11-26,1331
0-11-27,1339
0-11-28,1341
0-11-29,1343
0-11-30,1347
0-12-01,1351
0-12-02,1358
0-12-03,1361
0-12-04,1361
0-12-05,1365
0-12-06,1366
0-12-07,1367
0-12-08,1377
0-12-09,1381
0-12-10,1385
0-12-11,1391
0-12-12,1395
0-12-13,1397
0-12-14,1402
0-12-15,1405
0-12-16,1405
0-12-17,1407
0-12-18,1410
0-12-19,1411
0-12-20,1413
0-12-21,1414
0-12-22,1420
0-12-23,1421
0-12-24,1432
0-12-25,1439
0-12-26,1440
0-12-27,1441
0-12-28,1451
0-12-29,1454
0-12-30,1456
0-12-31,1465
1-01-01,1474
1-01-02,1482
1-01-03,1494
1-01-04,1497
1-01-05,1504
1-01-06,1505
1-01-07,1509
1-01-08,1512
1-01-09,1513
1-01-10,1514
1-01-11,1515
1-01-12,1520
1-01-13,1521
1-01-14,1531
1-01-15,1536
1-01-16,1537
1-01-17,1537
1-01-18,1539
1-01-19,1540
1-01-20,1544
1-01-21,1546
1-01-22,1548
1-01-23,1548
1-01-24,1548
1-01-25,1549
1-01-26,1551
1-01-27,1553
1-01-28,1651
1-01-29,1657
1-01-30,1767
1-01-31,1817
1-02-01,1850
1-02-02,1882
1-02-03,1948
1-02-04,1957
1-02-05,1976
1-02-06,1985
1-02-07,2001
1-02-08,2050
1-02-09,2064
1-02-10,2091
1-02-11,2140
1-02-12,2142
1-02-13,2195
1-02-14,2228
1-02-15,2269
1-02-16,2311
1-02-17,2329
1-02-18,2347
1-02-19,2362
1-02-20,2368
1-02-21,2383
1-02-22,2392
1-02-23,2403
1-02-24,2412
1-02-25,2421
1-02-26,2426
1-02-27,2432
1-02-28,2448
1-03-01,2448
1-03-02,2475
1-03-03,2482
1-03-04,2488
1-03-05,2494
1-03-06,2501
1-03-07,2512
1-03-08,2524
1-03-09,2526
1-03-10,2529
1-03-11,2533
1-03-12,2550
1-03-13,2553
1-03-14,2554
1-03-15,2557
1-03-16,2560
1-03-17,2567
1-03-18,2570
1-03-19,2571
1-03-20,2572
1-03-21,2572
1-03-22,2575
1-03-23,2575
1-03-24,2576
1-03-25,2579
1-03-26,2586
1-03-27,2586
1-03-28,2591
1-03-29,2594
1-03-30,2594
1-03-31,2603
1-04-01,2617
1-04-02,2620
1-04-03,2626
1-04-04,2631
1-04-05,2637
1-04-06,2648
1-04-07,2659
1-04-08,2668
1-04-09,2683
1-04-10,2692
1-04-11,2693
1-04-12,2705
1-04-13,2714
1-04-14,2733
1-04-15,2758
1-04-16,2772
1-04-17,2781
1-04-18,2785
1-04-19,2791
1-04-20,2800
1-04-21,2812
1-04-22,2824
1-04-23,2830
1-04-24,2833
1-04-25,2843
1-04-26,2852
1-04-27,2857
1-04-28,2865
1-04-29,2910
1-04-30,2928
1-05-01,2942
1-05-02,2962
1-05-03,2985
1-05-04,2995
1-05-05,3030
1-05-06,3090
1-05-07,3137
1-05-08,3245
1-05-09,3412
1-05-10,3489
1-05-11,3571
1-05-12,3658
1-05-13,3740
1-05-14,3816
1-05-15,4112
1-05-16,4212
1-05-17,4359
1-05-18,4512
1-05-19,4720
1-05-20,4809
1-05-21,4941
1-05-22,5119
1-05-23,5275
1-05-24,5404
1-05-25,5931
1-05-26,6086
1-05-27,6356
1-05-28,6396
1-05-29,6908
1-05-30,7107
1-05-31,7432
