Date,Confirmed
0-11-13,5810652
0-11-14,5848959
0-11-15,5863093
0-11-16,5876464
0-11-17,5911758
0-11-18,5945849
0-11-19,5981767
0-11-20,6020164
0-11-21,6052786
0-11-22,6071401
0-11-23,6087608
0-11-24,6118708
0-11-25,6166606
0-11-26,6204220
0-11-27,6238350
0-11-28,6290272
0-11-29,6314740
0-11-30,6335878
0-12-01,6386787
0-12-02,6436650
0-12-03,6487084
0-12-04,6533968
0-12-05,6577177
0-12-06,6603540
0-12-07,6623911
0-12-08,6674999
0-12-09,6728452
0-12-10,6781799
0-12-11,6836227
0-12-12,6880127
0-12-13,6901952
0-12-14,6927145
0-12-15,6970034
0-12-16,7040608
0-12-17,7110434
0-12-18,7162978
0-12-19,7213155
0-12-20,7238600
0-12-21,7263619
0-12-22,7318821
0-12-23,7365517
0-12-24,7423945
0-12-25,7448560
0-12-26,7465806
0-12-27,7484285
0-12-28,7504833
0-12-29,7563551
0-12-30,7619200
0-12-31,7675973
1-01-01,7700578
1-01-02,7716405
1-01-03,7733746
1-01-04,7753752
1-01-05,7810400
1-01-06,7873830
1-01-07,7961673
1-01-08,8013708
1-01-09,8075998
1-01-10,8105790
1-01-11,8131612
1-01-12,8195637
1-01-13,8256536
1-01-14,8324294
1-01-15,8393492
1-01-16,8455059
1-01-17,8488099
1-01-18,8511770
1-01-19,8573864
1-01-20,8638249
1-01-21,8697368
1-01-22,8753920
1-01-23,8816254
1-01-24,8844577
1-01-25,8871393
1-01-26,8933356
1-01-27,8996876
1-01-28,9058687
1-01-29,9118513
1-01-30,9176975
1-01-31,9204731
1-02-01,9229322
1-02-02,9283418
1-02-03,9339420
1-02-04,9396293
1-02-05,9447165
1-02-06,9447165
1-02-07,9524640
1-02-08,9524640
1-02-09,9599565
1-02-10,9659167
1-02-11,9713909
1-02-12,9765455
1-02-13,9809754
1-02-14,9834513
1-02-15,9866710
1-02-16,9921981
1-02-17,9978747
1-02-18,10030626
1-02-19,10084208
1-02-20,10139148
1-02-21,10168174
1-02-22,10195160
1-02-23,10257875
1-02-24,10324463
1-02-25,10390461
1-02-26,10455630
1-02-27,10517232
1-02-28,10551259
1-03-01,10587001
1-03-02,10646926
1-03-03,10718630
1-03-04,10793732
1-03-05,10869227
1-03-06,10938836
1-03-07,11019344
1-03-08,11051665
1-03-09,11122429
1-03-10,11202305
1-03-11,11277717
1-03-12,11363380
1-03-13,11439558
1-03-14,11483370
1-03-15,11519609
1-03-16,11603535
1-03-17,11693838
1-03-18,11780820
1-03-19,11871390
1-03-20,11950459
1-03-21,11998233
1-03-22,12047526
1-03-23,12130019
1-03-24,12220011
1-03-25,12320169
1-03-26,12404414
1-03-27,12490362
1-03-28,12534688
1-03-29,12573615
1-03-30,12658109
1-03-31,12748747
1-04-01,12839844
1-04-02,12910082
1-04-03,12953597
1-04-04,12984956
1-04-05,13013601
1-04-06,13100580
1-04-07,13193205
1-04-08,13279857
1-04-09,13373174
1-04-10,13445006
1-04-11,13482023
1-04-12,13517808
1-04-13,13599994
1-04-14,13673507
1-04-15,13746681
1-04-16,13832455
1-04-17,13900091
1-04-18,13943071
1-04-19,13973695
1-04-20,14043076
1-04-21,14122795
1-04-22,14167973
1-04-23,14237078
1-04-24,14308215
1-04-25,14340787
1-04-26,14369423
1-04-27,14441563
1-04-28,14521289
1-04-29,14590678
1-04-30,14659011
1-05-01,14725975
1-05-02,14754910
1-05-03,14779529
1-05-04,14856888
1-05-05,14930183
1-05-06,15003563
1-05-07,15082449
1-05-08,15145879
1-05-09,15184790
1-05-10,15209990
1-05-11,15282705
1-05-12,15359397
1-05-13,15433989
1-05-14,15519525
1-05-15,15586534
1-05-16,15627243
1-05-17,15657391
1-05-18,15732836
1-05-19,15812055
1-05-20,15894094
1-05-21,15970949
1-05-22,16047439
1-05-23,16083258
1-05-24,16120756
1-05-25,16194209
1-05-26,16274695
1-05-27,16342162
1-05-28,16391930
1-05-29,16471600
1-05-30,16515120
1-05-31,16545554
