Date,Confirmed,Deaths,Recovered,Infected,CFR,Recovery_rate,Mortality_rate
0-09-15,1063,35,931,97,3.29256820319849,87.58231420508,3.59569647731568E-05
0-09-16,1063,35,936,92,3.29256820319849,88.0526810912512,3.59569647731568E-05
0-09-17,1066,35,940,91,3.28330206378987,88.1801125703565,3.59569647731568E-05
0-09-18,1068,35,941,92,3.27715355805243,88.1086142322097,3.59569647731568E-05
0-09-19,1068,35,942,91,3.27715355805243,88.2022471910112,3.59569647731568E-05
0-09-20,1068,35,942,91,3.27715355805243,88.2022471910112,3.59569647731568E-05
0-09-21,1068,35,947,86,3.27715355805243,88.6704119850187,3.59569647731568E-05
0-09-22,1068,35,957,76,3.27715355805243,89.6067415730337,3.59569647731568E-05
0-09-23,1069,35,991,43,3.27408793264733,92.7034611786717,3.59569647731568E-05
0-09-24,1069,35,991,43,3.27408793264733,92.7034611786717,3.59569647731568E-05
0-09-25,1069,35,999,35,3.27408793264733,93.4518241347053,3.59569647731568E-05
0-09-26,1069,35,999,35,3.27408793264733,93.4518241347053,3.59569647731568E-05
0-09-27,1074,35,999,40,3.25884543761639,93.0167597765363,3.59569647731568E-05
0-09-28,1077,35,999,43,3.24976787372331,92.7576601671309,3.59569647731568E-05
0-09-29,1094,35,1007,52,3.19926873857404,92.0475319926874,3.59569647731568E-05
0-09-30,1094,35,1010,49,3.19926873857404,92.3217550274223,3.59569647731568E-05
0-10-01,1095,35,1010,50,3.19634703196347,92.2374429223744,3.59569647731568E-05
0-10-02,1096,35,1020,41,3.19343065693431,93.0656934306569,3.59569647731568E-05
0-10-03,1096,35,1020,41,3.19343065693431,93.0656934306569,3.59569647731568E-05
0-10-04,1096,35,1020,41,3.19343065693431,93.0656934306569,3.59569647731568E-05
0-10-05,1097,35,1022,40,3.19051959890611,93.1631722880583,3.59569647731568E-05
0-10-06,1098,35,1023,40,3.18761384335155,93.1693989071038,3.59569647731568E-05
0-10-07,1099,35,1023,41,3.18471337579618,93.0846223839854,3.59569647731568E-05
0-10-08,1100,35,1023,42,3.18181818181818,93,3.59569647731568E-05
0-10-09,1105,35,1024,46,3.16742081447964,92.6696832579185,3.59569647731568E-05
0-10-10,1107,35,1024,48,3.1616982836495,92.5022583559169,3.59569647731568E-05
0-10-11,1109,35,1024,50,3.15599639314698,92.3354373309288,3.59569647731568E-05
0-10-12,1110,35,1025,50,3.15315315315315,92.3423423423423,3.59569647731568E-05
0-10-13,1113,35,1025,53,3.14465408805031,92.0934411500449,3.59569647731568E-05
0-10-14,1122,35,1029,58,3.11942959001783,91.7112299465241,3.59569647731568E-05
0-10-15,1124,35,1030,59,3.11387900355872,91.6370106761566,3.59569647731568E-05
0-10-16,1124,35,1031,58,3.11387900355872,91.7259786476868,3.59569647731568E-05
0-10-17,1126,35,1031,60,3.10834813499112,91.563055062167,3.59569647731568E-05
0-10-18,1134,35,1031,68,3.08641975308642,90.9171075837743,3.59569647731568E-05
0-10-19,1140,35,1046,59,3.07017543859649,91.7543859649123,3.59569647731568E-05
0-10-20,1141,35,1046,60,3.06748466257669,91.6739702015776,3.59569647731568E-05
0-10-21,1144,35,1046,63,3.05944055944056,91.4335664335664,3.59569647731568E-05
0-10-22,1148,35,1049,64,3.04878048780488,91.3763066202091,3.59569647731568E-05
0-10-23,1148,35,1049,64,3.04878048780488,91.3763066202091,3.59569647731568E-05
0-10-24,1160,35,1051,74,3.01724137931034,90.6034482758621,3.59569647731568E-05
0-10-25,1168,35,1057,76,2.99657534246575,90.4965753424658,3.59569647731568E-05
0-10-26,1169,35,1061,73,2.9940119760479,90.7613344739093,3.59569647731568E-05
0-10-27,1172,35,1062,75,2.98634812286689,90.6143344709898,3.59569647731568E-05
0-10-28,1173,35,1062,76,2.98380221653879,90.537084398977,3.59569647731568E-05
0-10-29,1177,35,1062,80,2.97366185216653,90.2293967714528,3.59569647731568E-05
0-10-30,1177,35,1062,80,2.97366185216653,90.2293967714528,3.59569647731568E-05
0-10-31,1180,35,1062,83,2.96610169491525,90,3.59569647731568E-05
0-11-01,1180,35,1063,82,2.96610169491525,90.0847457627119,3.59569647731568E-05
0-11-02,1192,35,1065,92,2.93624161073825,89.3456375838926,3.59569647731568E-05
0-11-03,1202,35,1069,98,2.91181364392679,88.9351081530782,3.59569647731568E-05
0-11-04,1203,35,1069,99,2.9093931837074,88.8611803823774,3.59569647731568E-05
0-11-05,1207,35,1069,103,2.89975144987572,88.5666942833471,3.59569647731568E-05
0-11-06,1212,35,1070,107,2.88778877887789,88.2838283828383,3.59569647731568E-05
0-11-07,1213,35,1070,108,2.88540807914262,88.2110469909316,3.59569647731568E-05
0-11-08,1213,35,1070,108,2.88540807914262,88.2110469909316,3.59569647731568E-05
0-11-09,1215,35,1087,93,2.88065843621399,89.4650205761317,3.59569647731568E-05
0-11-10,1226,35,1087,104,2.85481239804241,88.6623164763458,3.59569647731568E-05
0-11-11,1252,35,1087,130,2.79552715654952,86.8210862619808,3.59569647731568E-05
0-11-12,1253,35,1093,125,2.79329608938547,87.2306464485235,3.59569647731568E-05
0-11-13,1256,35,1101,120,2.78662420382166,87.6592356687898,3.59569647731568E-05
0-11-14,1265,35,1103,127,2.76679841897233,87.1936758893281,3.59569647731568E-05
0-11-15,1281,35,1103,143,2.73224043715847,86.1046057767369,3.59569647731568E-05
0-11-16,1283,35,1124,124,2.72798129384256,87.6071706936867,3.59569647731568E-05
0-11-17,1288,35,1124,129,2.71739130434783,87.2670807453416,3.59569647731568E-05
0-11-18,1300,35,1124,141,2.69230769230769,86.4615384615385,3.59569647731568E-05
0-11-19,1304,35,1142,127,2.6840490797546,87.5766871165644,3.59569647731568E-05
0-11-20,1305,35,1142,128,2.68199233716475,87.5095785440613,3.59569647731568E-05
0-11-21,1306,35,1142,129,2.67993874425727,87.4425727411945,3.59569647731568E-05
0-11-22,1307,35,1142,130,2.6778882938026,87.3756694720734,3.59569647731568E-05
0-11-23,1312,35,1151,126,2.66768292682927,87.7286585365854,3.59569647731568E-05
0-11-24,1316,35,1153,128,2.65957446808511,87.6139817629179,3.59569647731568E-05
0-11-25,1321,35,1153,133,2.64950794852385,87.2823618470855,3.59569647731568E-05
0-11-26,1331,35,1166,130,2.62960180315552,87.603305785124,3.59569647731568E-05
0-11-27,1339,35,1170,134,2.61389096340553,87.378640776699,3.59569647731568E-05
0-11-28,1341,35,1179,127,2.60999254287845,87.9194630872483,3.59569647731568E-05
0-11-29,1343,35,1179,129,2.60610573343261,87.7885331347729,3.59569647731568E-05
