Date,Active
2020-11-25,20339877
2020-11-26,20544698
2020-11-27,20838575
2020-11-28,21055749
2020-11-29,21218932
2020-11-30,21316101
2020-12-01,21439354
2020-12-02,21615472
2020-12-03,21870061
2020-12-04,22049976
2020-12-05,22246183
2020-12-06,22461643
2020-12-07,22559295
2020-12-08,22749620
2020-12-09,22980484
2020-12-10,23974685
2020-12-11,24188032
2020-12-12,23307522
2020-12-13,23435923
2020-12-14,29941655
2020-12-15,30205691
2020-12-16,30563375
2020-12-17,30914268
2020-12-18,31303939
2020-12-19,31552916
2020-12-20,31801877
2020-12-21,31997903
2020-12-22,32270705
2020-12-23,32627798
2020-12-24,32967968
2020-12-25,33133519
2020-12-26,33230607
2020-12-27,33369333
2020-12-28,33556958
2020-12-29,33853188
2020-12-30,34210833
2020-12-31,34647406
2021-01-01,34890505
2021-01-02,35207138
2021-01-03,35464107
2021-01-04,35717276
2021-01-05,36126428
2021-01-06,36581751
2021-01-07,37123582
2021-01-08,37614329
2021-01-09,38032333
2021-01-10,38342513
2021-01-11,38661473
2021-01-12,39006172
2021-01-13,39371569
2021-01-14,39738325
2021-01-15,40169813
2021-01-16,40478481
2021-01-17,40683244
2021-01-18,40869973
2021-01-19,41058000
2021-01-20,41405141
2021-01-21,41678199
2021-01-22,41939279
2021-01-23,42177316
2021-01-24,42303023
2021-01-25,42474396
2021-01-26,42683563
2021-01-27,42923979
2021-01-28,43205610
2021-01-29,43416506
2021-01-30,43567282
2021-01-31,43651623
2021-02-01,43814845
2021-02-02,43907286
2021-02-03,44083354
2021-02-04,44243389
2021-02-05,44480381
2021-02-06,44547721
2021-02-07,44660268
2021-02-08,44734461
2021-02-09,44774478
2021-02-10,44927071
2021-02-11,45078719
2021-02-12,45206704
2021-02-13,45323539
2021-02-14,45415477
2021-02-15,45402719
2021-02-16,45506513
2021-02-17,45596252
2021-02-18,45751295
2021-02-19,45917451
2021-02-20,46009923
2021-02-21,46100825
2021-02-22,46199190
2021-02-23,46297709
2021-02-24,46520771
2021-02-25,46729920
2021-02-26,46901972
2021-02-27,47031917
2021-02-28,47154192
2021-03-01,47237124
2021-03-02,47266962
2021-03-03,47466970
2021-03-04,47659453
2021-03-05,47869447
2021-03-06,48035425
2021-03-07,48159580
2021-03-08,48176541
2021-03-09,48318337
2021-03-10,48539986
2021-03-11,48734040
2021-03-12,48944676
2021-03-13,49137923
2021-03-14,49246718
2021-03-15,49298163
2021-03-16,49494157
2021-03-17,49758754
2021-03-18,50032199
2021-03-19,50303761
2021-03-20,50535792
2021-03-21,50673211
2021-03-22,50747203
2021-03-23,50936865
2021-03-24,51224371
2021-03-25,51552308
2021-03-26,51816229
2021-03-27,52085584
2021-03-28,52219637
2021-03-29,52364998
2021-03-30,52586110
2021-03-31,52873692
2021-04-01,53228352
2021-04-02,53531259
2021-04-03,53685760
2021-04-04,53883147
2021-04-05,54016912
2021-04-06,54238529
2021-04-07,54424199
2021-04-08,54853961
2021-04-09,55134410
2021-04-10,55401224
2021-04-11,55552240
2021-04-12,55764111
2021-04-13,56043461
2021-04-14,56399535
2021-04-15,56758235
2021-04-16,57095784
2021-04-17,57352911
2021-04-18,57449251
2021-04-19,57596595
2021-04-20,57831538
2021-04-21,58194257
2021-04-22,58443835
2021-04-23,58692564
2021-04-24,58924054
2021-04-25,59102268
2021-04-26,59085910
2021-04-27,59234498
2021-04-28,59527791
2021-04-29,59702374
2021-04-30,59880772
2021-05-01,59981815
2021-05-02,59953161
2021-05-03,59979392
2021-05-04,60115847
2021-05-05,60228683
2021-05-06,60408429
2021-05-07,60530309
2021-05-08,60591732
2021-05-09,60560307
2021-05-10,60542331
2021-05-11,60515550
2021-05-12,60614205
2021-05-13,60635665
2021-05-14,60675274
2021-05-15,60648551
2021-05-16,60519695
2021-05-17,60304056
2021-05-18,60169263
2021-05-19,60129285
2021-05-20,59759488
2021-05-21,59757710
2021-05-22,59707614
2021-05-23,59672422
2021-05-24,59490318
2021-05-25,59432250
2021-05-26,59432285
2021-05-27,59276607
2021-05-28,59209970
2021-05-29,59172933
2021-05-30,59066308
2021-05-31,58907332
