Date,Infected
0-10-16,11085541
0-10-17,11254265
0-10-18,11365735
0-10-19,11545470
0-10-20,11716377
0-10-21,11943353
0-10-22,12183355
0-10-23,12466321
0-10-24,12705678
0-10-25,12864938
0-10-26,13106511
0-10-27,12979586
0-10-28,13218307
0-10-29,13514791
0-10-30,13822440
0-10-31,14048267
0-11-01,14247714
0-11-02,14524388
0-11-03,14817194
0-11-04,15039205
0-11-05,15324036
0-11-06,15670809
0-11-07,15961090
0-11-08,16185993
0-11-09,16423063
0-11-10,16715048
0-11-11,16973050
0-11-12,17386442
0-11-13,17726744
0-11-14,18034896
0-11-15,18271751
0-11-16,18407184
0-11-17,18573727
0-11-18,18826323
0-11-19,19094442
0-11-20,19395960
0-11-21,19635441
0-11-22,19842558
0-11-23,19947739
0-11-24,20153133
0-11-25,20339877
0-11-26,20544698
0-11-27,20838575
0-11-28,21055749
0-11-29,21218932
0-11-30,21316101
0-12-01,21439354
0-12-02,21615472
0-12-03,21870061
0-12-04,22049976
0-12-05,22246183
0-12-06,22461643
0-12-07,22559295
0-12-08,22749620
0-12-09,22980484
0-12-10,23974685
0-12-11,24188032
0-12-12,23307522
0-12-13,23435923
0-12-14,29941655
0-12-15,30205691
0-12-16,30563375
0-12-17,30914268
0-12-18,31303939
0-12-19,31552916
0-12-20,31801877
0-12-21,31997903
0-12-22,32270705
0-12-23,32627798
0-12-24,32967968
0-12-25,33133519
0-12-26,33230607
0-12-27,33369333
0-12-28,33556958
0-12-29,33853188
0-12-30,34210833
0-12-31,34647406
1-01-01,34890505
1-01-02,35207138
1-01-03,35464107
1-01-04,35717276
1-01-05,36126428
1-01-06,36581751
1-01-07,37123582
1-01-08,37614329
1-01-09,38032333
1-01-10,38342513
1-01-11,38661473
1-01-12,39006172
1-01-13,39371569
1-01-14,39738325
1-01-15,40169813
1-01-16,40478481
1-01-17,40683244
1-01-18,40869973
1-01-19,41058000
1-01-20,41405141
1-01-21,41678199
1-01-22,41939279
1-01-23,42177316
1-01-24,42303023
1-01-25,42474396
1-01-26,42683563
1-01-27,42923979
1-01-28,43205610
1-01-29,43416506
1-01-30,43567282
1-01-31,43651623
1-02-01,43814845
1-02-02,43907286
1-02-03,44083354
1-02-04,44243389
1-02-05,44480381
1-02-06,44547721
1-02-07,44660268
1-02-08,44734461
1-02-09,44774478
1-02-10,44927071
1-02-11,45078719
1-02-12,45206704
1-02-13,45323539
1-02-14,45415477
1-02-15,45402719
1-02-16,45506513
1-02-17,45596252
1-02-18,45751295
1-02-19,45917451
1-02-20,46009923
1-02-21,46100825
1-02-22,46199190
1-02-23,46297709
1-02-24,46520771
1-02-25,46729920
1-02-26,46901972
1-02-27,47031917
1-02-28,47154192
1-03-01,47237124
1-03-02,47266962
1-03-03,47466970
1-03-04,47659453
1-03-05,47869447
1-03-06,48035425
1-03-07,48159580
1-03-08,48176541
1-03-09,48318337
1-03-10,48539986
1-03-11,48734040
1-03-12,48944676
1-03-13,49137923
1-03-14,49246718
1-03-15,49298163
1-03-16,49494157
1-03-17,49758754
1-03-18,50032199
1-03-19,50303761
1-03-20,50535792
1-03-21,50673211
1-03-22,50747203
1-03-23,50936865
1-03-24,51224371
1-03-25,51552308
1-03-26,51816229
1-03-27,52085584
1-03-28,52219637
1-03-29,52364998
1-03-30,52586110
1-03-31,52873692
1-04-01,53228352
1-04-02,53531259
1-04-03,53685760
1-04-04,53883147
1-04-05,54016912
1-04-06,54238529
1-04-07,54424199
1-04-08,54853961
1-04-09,55134410
1-04-10,55401224
1-04-11,55552240
1-04-12,55764111
1-04-13,56043461
1-04-14,56399535
1-04-15,56758235
1-04-16,57095784
1-04-17,57352911
1-04-18,57449251
1-04-19,57596595
1-04-20,57831538
1-04-21,58194257
1-04-22,58443835
1-04-23,58692564
1-04-24,58924054
1-04-25,59102268
1-04-26,59085910
1-04-27,59234498
1-04-28,59527791
1-04-29,59702374
1-04-30,59880772
1-05-01,59981815
1-05-02,59953161
1-05-03,59979392
1-05-04,60115847
1-05-05,60228683
1-05-06,60408429
1-05-07,60530309
1-05-08,60591732
1-05-09,60560307
1-05-10,60542331
1-05-11,60515550
1-05-12,60614205
1-05-13,60635665
1-05-14,60675274
1-05-15,60648551
1-05-16,60519695
1-05-17,60304056
1-05-18,60169263
1-05-19,60129285
1-05-20,59759488
1-05-21,59757710
1-05-22,59707614
1-05-23,59672422
1-05-24,59490318
1-05-25,59432250
1-05-26,59432285
1-05-27,59276607
1-05-28,59209970
1-05-29,59172933
1-05-30,59066308
1-05-31,58907332
