Date,Japan,South Korea,Vietnam,Brazil,India,USA,Global
01/10/2020,"1,875504487","1,736806947","3,196347032","2,984882482","1,56039942","2,857612563","3,127036842"
02/10/2020,"1,876887505","1,748033462","3,193430657","2,984882482","1,55775569","2,847930876","3,114714417"
03/10/2020,"1,867713399","1,747540575","3,193430657","2,975177676","1,554072428","2,838432294","3,100714061"
04/10/2020,"1,863643785","1,746399603","3,193430657","2,977485149","1,550239552","2,829855966","3,089073753"
05/10/2020,"1,862206052","1,740995916","3,190519599","2,976821686","1,549255492","2,821366663","3,082600186"
06/10/2020,"1,859255835","1,745164867","3,187613843","2,968199131","1,547328297","2,813481752","3,070844498"
07/10/2020,"1,854341157","1,748423553","3,184713376","2,964148576","1,543758425","2,806686594","3,057442858"
08/10/2020,"1,844227238","1,74865174","3,181818182","2,962288135","1,541958755","2,798075783","3,044632725"
09/10/2020,"1,83873928","1,751670197","3,167420814","2,959697683","1,539038399","2,790141253","3,031699907"
10/10/2020,"1,827746678","1,755669349","3,161698284","2,955119557","1,535823356","2,778799571","3,015840469"
11/10/2020,"1,821029083","1,752823544","3,155996393","2,953652998","1,53288979","2,768342616","3,003712532"
12/10/2020,"1,819256681","1,749647249","3,153153153","2,952713167","1,530906314","2,758623337","2,991319451"
13/10/2020,"1,813583575","1,759813572","3,144654088","2,952854607","1,527559853","2,750488936","2,980392652"
14/10/2020,"1,814894039","1,756843285","3,11942959","2,951780664","1,522711413","2,742197225","2,966965525"
15/10/2020,"1,80521214","1,761533853","3,113879004","2,949286434","1,521762254","2,730469392","2,951601478"
16/10/2020,"1,807831037","1,764377888","3,113879004","2,946253101","1,520286088","2,718806193","2,936806866"
17/10/2020,"1,80209345","1,761974682","3,108348135","2,941507499","1,521518767","2,70916958","2,923544577"
18/10/2020,"1,795956949","1,756676558","3,086419753","2,941507499","1,517958357","2,698755215","2,909451763"
19/10/2020,"1,794278863","1,764496901","3,070175439","2,93627911","1,516335984","2,682486521","2,893741201"
20/10/2020,"1,788167634","1,76998112","3,067484663","2,935880745","1,514996457","2,673578715","2,882421776"
21/10/2020,"1,783843834","1,773480014","3,059440559","2,932811602","1,513128547","2,666718986","2,867613531"
22/10/2020,"1,783799693","1,770565803","3,048780488","2,928452954","1,511419719","2,653192766","2,849362121"
23/10/2020,"1,779530187","1,773035887","3,048780488","2,922694323","1,509415226","2,638999841","2,832624247"
24/10/2020,"1,770204661","1,768849667","3,017241379","2,916068457","1,507143655","2,624671641","2,816105336"
25/10/2020,"1,767341264","1,760739742","2,996575342","2,913056568","1,504609569","2,611145584","2,802271155"
26/10/2020,"1,765073895","1,766309565","2,994011976","2,909450052","1,503845312","2,597117699","2,783865331"
27/10/2020,"1,758604528","1,763176012","2,986348123","2,903610735","1,501941974","2,585517247","2,771050827"
28/10/2020,"1,750659911","1,758593125","2,983802217","2,897735481","1,499054191","2,574042999","2,7553948"
29/10/2020,"1,753717118","1,754784916","2,973661852","2,893303989","1,49699877","2,559128185","2,737613934"
30/10/2020,"1,7481334","1,750216891","2,973661852","2,890826294","1,494890268","2,542807253","2,72014359"
31/10/2020,"1,745832799","1,749577623","2,966101695","2,888284117","1,492054943","2,527988325","2,706485233"
01/11/2020,"1,742150025","1,750710759","2,966101695","2,886449964","1,489881355","2,504766098","2,690448791"
02/11/2020,"1,74458904","1,760734137","2,936241611","2,885254886","1,488904368","2,488088529","2,67151847"
03/11/2020,"1,736537959","1,760445682","2,911813644","2,883481622","1,486803508","2,471323972","2,660312691"
04/11/2020,"1,731006081","1,756007394","2,909393184","2,882026467","1,486295095","2,456017312","2,653155587"
05/11/2020,"1,720589917","1,75032175","2,89975145","2,882026467","1,485842855","2,435246753","2,637298548"
06/11/2020,"1,705359162","1,748277379","2,887788779","2,877105176","1,483819581","2,416080551","2,622625454"
07/11/2020,"1,68933069","1,742808182","2,885408079","2,870208706","1,482424151","2,396028055","2,606646708"
08/11/2020,"1,679982287","1,742097049","2,885408079","2,867120459","1,4801973","2,374353124","2,59341566"
09/11/2020,"1,67962561","1,753878422","2,880658436","2,865675471","1,478852338","2,353972071","2,582186649"
10/11/2020,"1,665354295","1,751861578","2,854812398","2,856674104","1,477198211","2,335724047","2,573653781"
11/11/2020,"1,648945193","1,742895999","2,795527157","2,842339317","1,475382765","2,316728351","2,561806385"
12/11/2020,"1,631252475","1,734617709","2,793296089","2,841454121","1,474063717","2,292255815","2,548927617"
13/11/2020,"1,615811373","1,736184628","2,786624204","2,835086321","1,472483151","2,265198304","2,535910025"
14/11/2020,"1,592479059","1,727037063","2,766798419","2,832264682","1,470688504","2,242871358","2,524964891"
15/11/2020,"1,579954642","1,717126073","2,732240437","2,827824836","1,470527218","2,22241085","2,514875969"
16/11/2020,"1,574980971","1,703565763","2,727981294","2,82506623","1,47075428","2,197823773","2,504979557"
17/11/2020,"1,562925268","1,692197469","2,717391304","2,819787278","1,469700065","2,181395915","2,497468373"
18/11/2020,"1,545227046","1,679368719","2,692307692","2,816334555","1,468753136","2,165420445","2,4900359"
19/11/2020,"1,52551665","1,669054203","2,68404908","2,809554434","1,467754806","2,147762745","2,481020179"
20/11/2020,"1,50446272","1,654441996","2,681992337","2,800804098","1,466488896","2,12862011","2,47278443"
21/11/2020,"1,476262885","1,64318485","2,679938744","2,791920944","1,46470802","2,110620106","2,463253678"
22/11/2020,"1,460528887","1,641723649","2,677888294","2,786556184","1,463238243","2,093910205","2,455225298"
23/11/2020,"1,448489082","1,626638599","2,667682927","2,78409845","1,462413814","2,073596915","2,447937577"
24/11/2020,"1,445657137","1,616511738","2,659574468","2,780243803","1,460592552","2,061724275","2,445047225"
25/11/2020,"1,439721204","1,593539204","2,649507949","2,769254271","1,459234971","2,049918221","2,439477693"
26/11/2020,"1,423426636","1,569009031","2,629601803","2,763602838","1,457766971","2,042854875","2,434191018"
27/11/2020,"1,420386894","1,564044944","2,613890963","2,756722531","1,456511736","2,022447048","2,425569844"
28/11/2020,"1,40385131","1,546239357","2,609992543","2,743299495","1,455309047","2,009110064","2,417657045"
29/11/2020,"1,394434464","1,537966726","2,606105733","2,736977294","1,454023462","1,99593246","2,410338545"
30/11/2020,"1,393644017","1,517949902","2,598366741","2,732375844","1,4543356","1,982385976","2,405154959"
01/12/2020,"1,396910767","1,495890567","2,590673575","2,721509266","1,454005632","1,973852873","2,402086128"
02/12/2020,"1,395406434","1,481668207","2,577319588","2,711270614","1,454100928","1,965391524","2,397502851"
03/12/2020,"1,394143826","1,475283497","2,571638501","2,701830283","1,454183169","1,955261585","2,391263014"
04/12/2020,"1,395316535","1,462819992","2,571638501","2,693064919","1,453964739","1,942533942","2,385612107"
05/12/2020,"1,38559085","1,451552762","2,564102564","2,685468249","1,453533525","1,930085008","2,378041893"
