iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality,filter_$
BRA,South America,Brazil,10/25/2020,5394128,13493,24252.286,157134,231,494.143,25377.037,63.479,114.097,739.247,1.087,2.325,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,10/26/2020,5409854,15726,22732.429,157397,263,460.143,25451.021,73.984,106.946,740.485,1.237,2.165,.99, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,10/27/2020,5439641,29787,23669.571,157946,549,444.143,25591.156,140.135,111.355,743.068,2.583,2.089,.99, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,10/28/2020,5468270,28629,24214,158456,510,436.143,25725.843,134.687,113.916,745.467,2.399,2.052,.98, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,10/29/2020,5494376,26106,24392.286,158969,513,438.429,25848.661,122.817,114.755,747.88,2.413,2.063,.97, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,10/30/2020,5516658,22282,23286,159477,508,429.429,25953.488,104.827,109.551,750.27,2.39,2.02,.97, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,10/31/2020,5535605,18947,22138.571,159884,407,425.857,26042.625,89.137,104.152,752.185,1.915,2.003,.97, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765,18.51,1
BRA,South America,Brazil,11/1/2020,5545705,10100,21653.857,160074,190,420,26090.141,47.516,101.872,753.079,.894,1.976,.97, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/2/2020,5554206,8501,20621.714,160253,179,408,26130.135,39.994,97.016,753.921,.842,1.919,.97, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/3/2020,5566049,11843,18058.286,160496,243,364.286,26185.851,55.716,84.956,755.064,1.143,1.714,.98, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/4/2020,5590025,23976,17393.571,161106,610,378.571,26298.648,112.797,81.829,757.934,2.87,1.781,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/5/2020,5590025,0,13664.143,161106,0,305.286,26298.648,0,64.284,757.934,0,1.436,1.02, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/6/2020,5631181,41156,16360.429,162015,909,362.571,26492.269,193.621,76.969,762.21,4.276,1.706,1.06, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/7/2020,5653561,22380,16850.857,162269,254,340.714,26597.557,105.288,79.276,763.405,1.195,1.603,1.09, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/8/2020,5664115,10554,16915.714,162397,128,331.857,26647.209,49.652,79.581,764.008,.602,1.561,1.11, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/9/2020,5675032,10917,17260.857,162628,231,339.286,26698.569,51.36,81.205,765.094,1.087,1.596,1.13, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/10/2020,5699005,23973,18993.714,162802,174,329.429,26811.351,112.783,89.357,765.913,.819,1.55,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/11/2020,5747660,48655,22519.286,163368,566,323.143,27040.252,228.901,105.943,768.576,2.663,1.52,1.17, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/12/2020,5781582,33922,27365.286,164281,913,453.571,27199.84,159.588,128.742,772.871,4.295,2.134,1.17, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/13/2020,5810652,29070,25638.714,164737,456,388.857,27336.602,136.762,120.619,775.016,2.145,1.829,1.17, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/14/2020,5848959,38307,27914,165658,921,484.143,27516.82,180.218,131.323,779.349,4.333,2.278,1.16, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/15/2020,5863093,14134,28425.429,165798,140,485.857,27583.314,66.494,133.729,780.008,.659,2.286,1.16, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/16/2020,5876464,13371,28776,166014,216,483.714,27646.219,62.905,135.379,781.024,1.016,2.276,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/17/2020,5911758,35294,30393.286,166699,685,556.714,27812.262,166.043,142.987,784.247,3.223,2.619,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/18/2020,5945849,34091,28312.714,167455,756,583.857,27972.646,160.383,133.199,787.803,3.557,2.747,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/19/2020,5981767,35918,28597.857,168061,606,540,28141.624,168.979,134.541,790.654,2.851,2.54,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/20/2020,6020164,38397,29930.286,168613,552,553.714,28322.265,180.641,140.809,793.251,2.597,2.605,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/21/2020,6052786,32622,29118.143,168989,376,475.857,28475.738,153.472,136.988,795.02,1.769,2.239,1.14, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/22/2020,6071401,18615,29758.286,169183,194,483.571,28563.313,87.576,140,795.933,.913,2.275,1.14, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/23/2020,6087608,16207,30163.429,169485,302,495.857,28639.56,76.247,141.906,797.354,1.421,2.333,1.14, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/24/2020,6118708,31100,29564.286,170115,630,488,28785.872,146.312,139.087,800.317,2.964,2.296,1.14, , , , , , , , , , , , , , , , , , , , , , , , , , ,54.17,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/25/2020,6166606,47898,31536.714,170769,654,473.429,29011.212,225.339,148.367,803.394,3.077,2.227,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/26/2020,6204220,37614,31779,171460,691,485.571,29188.169,176.958,149.506,806.645,3.251,2.284,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/27/2020,6238350,34130,31169.429,171974,514,480.143,29348.736,160.567,146.639,809.063,2.418,2.259,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/28/2020,6290272,51922,33926.571,172561,587,510.286,29593.007,244.271,159.61,811.825,2.762,2.401,1.16, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/29/2020,6314740,24468,34762.714,172833,272,521.429,29708.118,115.111,163.544,813.104,1.28,2.453,1.16, , , , , , , , , , , , , , , , , , , , , , , , , , ,57.87,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,11/30/2020,6335878,21138,35467.143,173120,287,519.286,29807.563,99.445,166.858,814.455,1.35,2.443,1.16, , , , , , , , , , , , , , , , , , , , , , , , , , ,60.65,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765,20.22,1
BRA,South America,Brazil,12/1/2020,6386787,50909,38297,173817,697,528.857,30047.068,239.505,180.171,817.734,3.279,2.488,1.15, , , , , , , , , , , , , , , , , , , , , , , , , , ,60.65,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/2/2020,6436650,49863,38577.714,174515,698,535.143,30281.652,234.584,181.491,821.018,3.284,2.518,1.14, , , , , , , , , , , , , , , , , , , , , , , , , , ,60.65,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/3/2020,6487084,50434,40409.143,175270,755,544.286,30518.922,237.27,190.108,824.569,3.552,2.561,1.14, , , , , , , , , , , , , , , , , , , , , , , , , , ,63.43,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/4/2020,6533968,46884,42231.143,175964,694,570,30739.491,220.569,198.679,827.834,3.265,2.682,1.13, , , , , , , , , , , , , , , , , , , , , , , , , , ,63.43,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/5/2020,6577177,43209,40986.429,176628,664,581,30942.77,203.28,192.823,830.958,3.124,2.733,1.12, , , , , , , , , , , , , , , , , , , , , , , , , , ,63.43,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/6/2020,6603540,26363,41257.143,176941,313,586.857,31066.797,124.027,194.097,832.431,1.473,2.761,1.12, , , , , , , , , , , , , , , , , , , , , , , , , , ,63.43,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/7/2020,6623911,20371,41147.571,177317,376,599.571,31162.634,95.837,193.582,834.2,1.769,2.821,1.11, , , , , , , , , , , , , , , , , , , , , , , , , , ,63.43,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/8/2020,6674999,51088,41173.143,178159,842,620.286,31402.981,240.347,193.702,838.161,3.961,2.918,1.11, , , , , , , , , , , , , , , , , , , , , , , , , , ,63.43,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/9/2020,6728452,53453,41686,178995,836,640,31654.454,251.473,196.115,842.094,3.933,3.011,1.1, , , , , , , , , , , , , , , , , , , , , , , , , , ,60.65,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/10/2020,6781799,53347,42102.143,179765,770,642.143,31905.428,250.975,198.072,845.717,3.623,3.021,1.1, , , , , , , , , , , , , , , , , , , , , , , , , , ,60.65,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/11/2020,6836227,54428,43179.857,180437,672,639,32161.489,256.06,203.143,848.878,3.161,3.006,1.09, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/12/2020,6880127,43900,43278.571,181123,686,642.143,32368.019,206.53,203.607,852.105,3.227,3.021,1.09, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/13/2020,6901952,21825,42630.286,181402,279,637.286,32470.696,102.677,200.557,853.418,1.313,2.998,1.08, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/14/2020,6927145,25193,43319.143,181835,433,645.429,32589.218,118.522,203.798,855.455,2.037,3.036,1.08, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/15/2020,6970034,42889,42147.857,182799,964,662.857,32790.993,201.774,198.287,859.99,4.535,3.118,1.07, , , , , , , , , , , , , , , , , , , , , , , , , , ,67.13,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/16/2020,7040608,70574,44593.714,183735,936,677.143,33123.013,332.02,209.794,864.394,4.403,3.186,1.07, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/17/2020,7110434,69826,46947.857,184827,1092,723.143,33451.514,328.501,220.869,869.531,5.137,3.402,1.07, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/18/2020,7162978,52544,46678.714,185650,823,744.714,33698.711,247.197,219.603,873.403,3.872,3.504,1.05, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/19/2020,7213155,50177,47575.429,186356,706,747.571,33934.772,236.061,223.822,876.724,3.321,3.517,1.04, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/20/2020,7238600,25445,48092.571,186764,408,766,34054.479,119.708,226.255,878.644,1.919,3.604,1.03, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/21/2020,7263619,25019,48067.714,187291,527,779.429,34172.183,117.704,226.138,881.123,2.479,3.667,1.01, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/22/2020,7318821,55202,49826.714,188259,968,780,34431.884,259.702,234.413,885.677,4.554,3.67,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/23/2020,7365517,46696,46415.571,189220,961,783.571,34651.569,219.684,218.365,890.198,4.521,3.686,.98, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/24/2020,7423945,58428,44787.286,189982,762,736.429,34926.447,274.878,210.705,893.783,3.585,3.465,.98, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/25/2020,7448560,24615,40797.429,190488,506,691.143,35042.25,115.803,191.934,896.164,2.381,3.252,.97, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/26/2020,7465806,17246,36093,190795,307,634.143,35123.385,81.135,169.802,897.608,1.444,2.983,.97, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/27/2020,7484285,18479,35097.857,191139,344,625,35210.321,86.936,165.12,899.226,1.618,2.94,.98, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/28/2020,7504833,20548,34459.143,191570,431,611.286,35306.99,96.669,162.115,901.254,2.028,2.876,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/29/2020,7563551,58718,34961.429,192681,1111,631.714,35583.233,276.243,164.478,906.481,5.227,2.972,1.01, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/30/2020,7619200,55649,36240.429,193875,1194,665,35845.038,261.804,170.496,912.098,5.617,3.129,1.02, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,12/31/2020,7675973,56773,36004,194949,1074,709.571,36112.13,267.092,169.383,917.151,5.053,3.338,1.02, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765,28.87,1
BRA,South America,Brazil,1/1/2021,7700578,24605,36002.571,195411,462,703.286,36227.886,115.756,169.377,919.324,2.174,3.309,1.02, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/2/2021,7716405,15827,35799.857,195725,314,704.286,36302.345,74.459,168.423,920.801,1.477,3.313,1.03, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/3/2021,7733746,17341,35637.286,196018,293,697,36383.927,81.582,167.658,922.18,1.378,3.279,1.06, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/4/2021,7753752,20006,35559.857,196561,543,713,36478.046,94.12,167.294,924.734,2.555,3.354,1.08, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/5/2021,7810400,56648,35264.143,197732,1171,721.571,36744.551,266.504,165.903,930.243,5.509,3.395,1.11, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/6/2021,7873830,63430,36375.714,198974,1242,728.429,37042.961,298.411,171.132,936.087,5.843,3.427,1.13, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/7/2021,7961673,87843,40814.286,200498,1524,792.714,37456.225,413.263,192.014,943.256,7.17,3.729,1.14, , , , , , , , , , , , , , , , , , , , , , , , , , ,61.57,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/8/2021,8013708,52035,44732.857,201460,962,864.143,37701.027,244.802,210.449,947.782,4.526,4.065,1.14, , , , , , , , , , , , , , , , , , , , , , , , , , ,61.57,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/9/2021,8075998,62290,51370.429,202631,1171,986.571,37994.074,293.047,241.676,953.291,5.509,4.641,1.13, , , , , , , , , , , , , , , , , , , , , , , , , , ,61.57,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/10/2021,8105790,29792,53149.143,203100,469,1011.714,38134.233,140.158,250.044,955.498,2.206,4.76,1.12, , , , , , , , , , , , , , , , , , , , , , , , , , ,61.57,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/11/2021,8131612,25822,53980,203580,480,1002.714,38255.714,121.481,253.953,957.756,2.258,4.717,1.11, , , , , , , , , , , , , , , , , , , , , , , , , , ,61.57,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/12/2021,8195637,64025,55033.857,204690,1110,994,38556.924,301.21,258.91,962.978,5.222,4.676,1.11, , , , , , , , , , , , , , , , , , , , , , , , , , ,61.57,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/13/2021,8256536,60899,54672.286,205964,1274,998.571,38843.428,286.503,257.209,968.971,5.994,4.698,1.1, , , , , , , , , , , , , , , , , , , , , , , , , , ,64.35,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/14/2021,8324294,67758,51803,207095,1131,942.429,39162.2,318.772,243.711,974.292,5.321,4.434,1.09, , , , , , , , , , , , , , , , , , , , , , , , , , ,72.69,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
BRA,South America,Brazil,1/15/2021,8393492,69198,54254.857,208246,1151,969.429,39487.746,325.547,255.246,979.707,5.415,4.561,1.09, , , , , , , , , , , , , , , , , , , , , , , , , , ,72.69,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9, ,2.2,75.88,.765, ,1
