CASE_LBL,Brazil,India,Japan,Korea__South,US,Vietnam,Global
5/3/2020,42991,11775,3981,9217,180152,219,26121117
5/4/2020,45815,12847,4156,9283,187180,219,26321236
5/5/2020,48221,14142,4496,9333,189791,232,26513681
5/6/2020,51370,15331,4496,9419,189910,232,26725966
5/7/2020,55350,16776,4918,9484,195036,233,26933293
5/8/2020,59297,17887,5146,9568,198993,241,27136307
5/9/2020,61685,19301,5906,9610,212534,241,27334590
5/10/2020,64957,20969,8127,9632,216169,241,27536101
5/11/2020,67384,22549,8293,9670,232733,249,27738632
5/12/2020,72597,24420,8531,9695,230287,252,27950079
5/13/2020,78424,26400,8920,9762,243430,252,28161301
5/14/2020,79479,27969,9868,9821,246414,260,28388094
5/15/2020,84970,30258,10338,9851,250747,260,28594828
5/16/2020,89672,34224,10338,9888,268376,260,28806409
5/17/2020,94122,36795,11153,9904,272265,260,29003667
5/18/2020,100459,39233,11564,9938,283178,263,29242802
5/19/2020,106794,42309,11564,10066,289392,263,29832507
5/20/2020,116683,45422,11564,10135,294312,263,30098469
5/21/2020,125960,48553,12672,10162,298418,266,30345220
5/22/2020,135430,51824,13005,10194,350135,267,30600994
5/23/2020,142587,54385,13244,10213,361239,267,30845323
