Date,Confirmed
0-12-15,45442
0-12-16,46453
0-12-17,47515
0-12-18,48570
0-12-19,49665
0-12-20,50591
0-12-21,51460
0-12-22,52550
0-12-23,53533
0-12-24,54770
0-12-25,55902
0-12-26,56872
0-12-27,57680
0-12-28,58725
0-12-29,59773
0-12-30,60740
0-12-31,61769
1-01-01,62593
1-01-02,63244
1-01-03,64264
1-01-04,64979
1-01-05,65818
1-01-06,66686
1-01-07,67358
1-01-08,67999
1-01-09,68664
1-01-10,69114
1-01-11,69651
1-01-12,70212
1-01-13,70728
1-01-14,71241
1-01-15,71820
1-01-16,72340
1-01-17,72729
1-01-18,73115
1-01-19,73518
1-01-20,73918
1-01-21,74262
1-01-22,74692
1-01-23,75084
1-01-24,75521
1-01-25,75875
1-01-26,76429
1-01-27,76926
1-01-28,77395
1-01-29,77850
1-01-30,78205
1-01-31,78508
1-02-01,78844
1-02-02,79311
1-02-03,79762
1-02-04,80131
1-02-05,80524
1-02-06,80896
1-02-07,81185
1-02-08,81487
1-02-09,81930
1-02-10,82434
1-02-11,82837
1-02-12,83199
1-02-13,83525
1-02-14,83869
1-02-15,84325
1-02-16,84946
1-02-17,85567
1-02-18,86128
1-02-19,86574
1-02-20,86992
1-02-21,87324
1-02-22,87681
1-02-23,88120
1-02-24,88516
1-02-25,88922
1-02-26,89321
1-02-27,89676
1-02-28,90031
1-03-01,90372
1-03-02,90816
1-03-03,91240
1-03-04,91638
1-03-05,92055
1-03-06,92471
1-03-07,92817
1-03-08,93263
1-03-09,93733
1-03-10,94198
1-03-11,94686
1-03-12,95176
1-03-13,95635
1-03-14,96017
1-03-15,96380
1-03-16,96849
1-03-17,97294
1-03-18,97757
1-03-19,98209
1-03-20,98665
1-03-21,99075
1-03-22,99421
1-03-23,99846
1-03-24,100276
1-03-25,100770
1-03-26,101275
1-03-27,101757
1-03-28,102141
1-03-29,102582
1-03-30,103088
1-03-31,103639
1-04-01,104194
1-04-02,104736
1-04-03,105279
1-04-04,105752
1-04-05,106230
1-04-06,106898
1-04-07,107598
1-04-08,108269
1-04-09,108945
1-04-10,109559
1-04-11,110146
1-04-12,110688
1-04-13,111419
1-04-14,112117
1-04-15,112789
1-04-16,113444
1-04-17,114115
1-04-18,114646
1-04-19,115195
1-04-20,115926
1-04-21,116661
1-04-22,117458
1-04-23,118243
1-04-24,118887
1-04-25,119387
1-04-26,119898
1-04-27,120673
1-04-28,121351
1-04-29,122007
1-04-30,122634
1-05-01,123240
1-05-02,123728
1-05-03,124269
1-05-04,124945
1-05-05,125519
1-05-06,126044
1-05-07,126745
1-05-08,127309
1-05-09,127772
1-05-10,128283
1-05-11,128918
1-05-12,129633
1-05-13,130380
1-05-14,131061
1-05-15,131671
1-05-16,132290
1-05-17,132818
1-05-18,133471
1-05-19,134117
1-05-20,134678
1-05-21,135344
1-05-22,135929
1-05-23,136467
1-05-24,136983
1-05-25,137682
1-05-26,138311
1-05-27,138898
1-05-28,139431
1-05-29,139910
1-05-30,140340
1-05-31,140799
